"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: HUMAN ONCOLOGY (480)","","","","","","","","",""
"","","TERM:","1086","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","HUMAN ONCOLOGY","","","","","","","","","",""
"DHH","812","LAB","001","1","-","1","0","0000422599","BRUCE THOMADSEN","",""
"","","","","","","","","","","PAGE NUMBER:
1","OF
1"
