"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","","",""
"","","TERM:","1086","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","","","",""
"DHH","827","FLD","001","1","16:30 - 18:25","W","0512 0110","15","0003669501","MENZIE CHINN","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
