"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LEGAL STUDIES (535)","","","","","","","","","","",""
"TERM:","1086","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LEGAL STUDIES","","","","","","","","","","","",""
"DEE
 650
SEM","009","1","13:00 - 15:30","T","W R","0430 2211","10","0","0002600532","LEONARD KAPLAN","",""
"DHH
 694
FLD","001","1","-","","","","59","0","0000792778","CAROLYN LESCH","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
