"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: OCCUPATIONAL THERAPY (DEPARTMENT OF KINESIOLOGY) (695)","","","","","","","","","","","","",""
"","","TERM:","1086","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OCCUPATIONAL THERAPY (DEPARTMENT OF KINESIOLOGY)","","","","","","","","","","","","","",""
"BLL","662","FLD","001","1","08:00 - 17:00","M","T","W R","F","0450 3130","2","0003370746","DEBORAH BEBEAU","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
