"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: BIOSTATISTICS AND MEDICAL INFORMATICS (210)","","","","","","","","","","","","",""
"TERM:","1086","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","BIOSTATISTICS AND MEDICAL INFORMATICS","","","","","","","","","","","","",""
"CFF
 541
LEC","001","1","10:20 - 11:50","M","T","W R","F","0114 0184","19","19","0000143932","ISMOR FISCHER","",""
"CFF
 546
SEM","001","1","13:10 - 15:40","M","T","W R","F","","19","19","0002601926","RICHARD CHAPPELL","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
