"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","","","",""
"TERM:","1086","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","","",""
"ACC
 325
LEC","001","1","08:55 - 11:25","M","T","W R","0140 1175","18","3","0002601710","RODNEY STEVENSON","",""
"ACC
 725
LEC","001","1","08:55 - 11:25","M","T","W R","0140 1175","18","3","0002601710","RODNEY STEVENSON","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
