"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: FAMILY AND CONSUMER COMMUNICATIONS (464)","","","","","","","","","","","",""
"TERM:","1086","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","FAMILY AND CONSUMER COMMUNICATIONS","","","","","","","","","","","",""
"ADD
 340
LEC","001","1","-","","","","","17","5","0003919931","DOMINIQUE BROSSARD","",""
"ADD
 360
LEC","001","1","10:00 - 12:30","M","T","W R","0076 0135","7","0","0000481765","JULI HINDS","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
