"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/8/2008"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","9:44:48AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: ANESTHESIOLOGY (148)","","","","","","","",""
"","","TERM:","1086","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ANESTHESIOLOGY","","","","","","","","",""
"DHH","699","IND","102","1","-","1","0002602079","VJEKOSLAV MILETIC","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
