"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","2/29/2016"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","10:57:57AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","","","",""
"","","TERM:","1164","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","","","",""
"A1","671","LEC","001","1","14:30 - 15:45","M","W","0057 1313","32","6","0003112273","XIAODONG DU","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
