"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","2/29/2016"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","10:57:57AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","","",""
"TERM:","1164","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","","","",""
"A1
 371
LEC","001","2","16:00 - 17:15","","T","","R","0140 1170","29","21","0000565871","ANDREW JAKUBCZAK","",""
"A1
 424
LEC","001","1","11:00 - 12:15","M","","W","","0140 1180","11","11","0000106122","RAFAEL LAZIMY","",""
"A1
 724
LEC","001","1","11:00 - 12:15","M","","W","","0140 1180","11","0","0000106122","RAFAEL LAZIMY","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
