"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","2/29/2016"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","10:57:57AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INDUSTRIAL AND SYSTEMS ENGINEERING (490)","","","","","","","","","","","",""
"","","TERM:","1164","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INDUSTRIAL AND SYSTEMS ENGINEERING","","","","","","","","","","","","",""
"A1","728","LEC","001","1","09:30 - 10:45","T","R","0407 3121","33","6","0005451706","ALBERTO DEL PIA","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
