"TERM:  1224","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  LITERATURE IN TRANSLATION (551)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","302","DIS","301","1","13:20 - 14:10","","W","","","","0482 0582","","18","0003012375","P / JAN MIERNOWSKI"
"A1","326","LEC","001","1","16:00 - 17:15","T","R","","","","0056 0120","48","48","0002601053","P / JOLANDA TAYLOR"
"A1","329","LEC","001","1","14:30 - 15:45","T","R","","","","0050 0272","","189","0006315769","P / BENJAMIN MIER-CRUZ"
"A1","335","LEC","001","1","13:00 - 14:15","T","R","","","","0482 0378","10","1","0003150917","P / DEAN KROUK"
"A1","345","LEC","001","1","13:00 - 14:15","T","R","","","","0056 0120","39","8","0000886751","P / SCOTT MELLOR"
"A1","347","LEC","001","1","14:30 - 15:45","T","R","","","","0046 6203","10","4","0003226099","P / THOMAS DUBOIS"
"A1","435","LEC","001","2","11:00 - 12:15","T","R","","","","0482 0374","14","7","0003336265","P / KIRSTEN WOLF"
