"TERM:  1224","","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  LITERATURE IN TRANSLATION (551)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","202","LEC","001","1","09:55 - 10:45","M","","W","F","","","0482 0114","64","41","0003040651","P / ANDREW REYNOLDS"
"A1","204","LEC","001","1","09:55 - 10:45","M","","W","F","","","0482 0114","64","23","0003040651","P / ANDREW REYNOLDS"
"A1","204","DIS","301","1","09:55 - 10:45","","","R","","","","0114 0104","","11","0003040651","S / ANDREW REYNOLDS"
"A1","204","DIS","301","1","09:55 - 10:45","","","R","","","","0114 0104","","11","0001598051","P / JESSE KRUSCHKE"
"A1","204","DIS","302","1","12:05 - 12:55","","","R","","","","0402 0119","","12","0003040651","S / ANDREW REYNOLDS"
"A1","204","DIS","302","1","12:05 - 12:55","","","R","","","","0402 0119","","12","0001598051","P / JESSE KRUSCHKE"
"A1","213","LEC","001","1","13:00 - 14:15","","T","R","","","","0544 0120","","20","0004193311","P / KRISTIN PHILLIPS-COURT"
"A1","221","LEC","001","1","12:05 - 12:55","M","","W","F","","","0482 0104","29","28","0003040651","P / ANDREW REYNOLDS"
"A1","227","LEC","001","1","11:00 - 12:15","","T","R","","","","0046 6102","62","7","0006315775","P / CHONTEL SYFOX"
"A1","234","LEC","001","1","14:25 - 15:15","M","","W","F","","","0057 2335","24","9","0000166746","P / JENNIFER TISHLER"
"A1","234","LEC","002","1","14:25 - 15:15","M","","W","F","","","0057 2335","24","15","0000166746","P / JENNIFER TISHLER"
"A1","234","DIS","301","1","14:25 - 15:15","","T","","","","","0482 0486","","9","0000166746","P / JENNIFER TISHLER"
"A1","247","LEC","002","1","14:25 - 15:15","M","","W","F","","","0408 2255","61","22","0006316528","P / KRZYSZTOF BOROWSKI"
"A1","247","LEC","004","1","13:00 - 14:15","","T","R","","","","0050 0272","84","46","0006238255","P / LUKASZ WODZYNSKI"
"A1","247","LEC","005","1","14:30 - 15:45","","T","R","","","","0482 0114","59","29","0006238255","P / LUKASZ WODZYNSKI"
"A1","253","LEC","001","1","12:05 - 12:55","","T","R","","","","0056 0022","99","60","0005315459","P / ANIELLO DI IORIO"
"A1","253","DIS","301","1","09:55 - 10:45","","","","F","","","0482 0578","27","21","0005315459","S / ANIELLO DI IORIO"
"A1","253","DIS","301","1","09:55 - 10:45","","","","F","","","0482 0578","27","21","0005908083","P / MARTINA GIULIANO"
"A1","253","DIS","302","1","11:00 - 11:50","","","","F","","","0482 0494","25","14","0005315459","S / ANIELLO DI IORIO"
"A1","253","DIS","302","1","11:00 - 11:50","","","","F","","","0482 0494","25","14","0005908083","P / MARTINA GIULIANO"
"A1","253","DIS","303","1","11:00 - 11:50","M","","","","","","0482 0579","25","15","0005908083","P / MARTINA GIULIANO"
"A1","253","DIS","303","1","11:00 - 11:50","M","","","","","","0482 0579","25","15","0005315459","S / ANIELLO DI IORIO"
"A1","253","DIS","304","1","12:05 - 12:55","M","","","","","","0482 0579","22","10","0005908083","P / MARTINA GIULIANO"
"A1","253","DIS","304","1","12:05 - 12:55","M","","","","","","0482 0579","22","10","0005315459","S / ANIELLO DI IORIO"
"A1","262","LEC","001","1","09:55 - 10:45","","T","R","","","","0060 1520","145","32","0003046799","P / ANATOLY DETWYLER"
"A1","262","DIS","301","1","13:20 - 14:10","","","R","","","","0046 6314","18","10","0003046799","S / ANATOLY DETWYLER"
"A1","262","DIS","301","1","13:20 - 14:10","","","R","","","","0046 6314","18","10","0005174838","P / LUWEI WANG"
"A1","262","DIS","302","1","14:30 - 15:20","","","R","","","","0482 0399","17","8","0005174838","P / LUWEI WANG"
"A1","262","DIS","302","1","14:30 - 15:20","","","R","","","","0482 0399","17","8","0003046799","S / ANATOLY DETWYLER"
