"TERM:  1224","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  STATISTICS (932)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","451","LEC","002","1","08:00 - 09:15","T","R","","","","0451A0331","94","6","0006166789","P / JITIAN ZHAO"
"A1","475","LEC","001","2","12:05 - 12:55","M","W","F","","","0054 B302","55","8","0002601093","P / PAUL TERWILLIGER"
"A1","475","LEC","002","2","11:00 - 12:15","T","R","","","","0408 3024","41","4","0004794320","P / DAVID KEATING"
"A1","475","LEC","004","2","13:00 - 14:15","T","R","","","","0408 3032","49","8","0004794320","P / DAVID KEATING"
"A1","479","LEC","001","1","13:20 - 14:10","M","W","F","","","0451B0140","83","76","0006239545","P / CHENYANG JIANG"
"A1","479","LEC","001","1","13:20 - 14:10","M","W","F","","","0451B0140","83","76","0006166495","P / ZHUOYAN XU"
"A1","479","LEC","001","1","13:20 - 14:10","M","W","F","","","0451B0140","83","76","0004484729","P / KRIS SANKARAN"
"A1","479","LEC","002","1","13:20 - 14:10","M","W","F","","","0451B0140","83","7","0006166495","P / ZHUOYAN XU"
"A1","479","LEC","002","1","13:20 - 14:10","M","W","F","","","0451B0140","83","7","0004484729","P / KRIS SANKARAN"
"A1","479","LEC","002","1","13:20 - 14:10","M","W","F","","","0451B0140","83","7","0006239545","P / CHENYANG JIANG"
"A1","479","LEC","003","1","09:30 - 10:45","T","R","","","","0408 2305","47","45","0005518378","P / YONGSU LEE"
"A1","479","LEC","003","1","09:30 - 10:45","T","R","","","","0408 2305","47","45","0000608997","P / JOHN GILLETT"
"A1","479","LEC","004","1","09:30 - 10:45","T","R","","","","0408 2305","47","2","0005518378","P / YONGSU LEE"
"A1","479","LEC","004","1","09:30 - 10:45","T","R","","","","0408 2305","47","2","0000608997","P / JOHN GILLETT"
"A1","479","LEC","005","1","11:00 - 12:15","T","R","","","","0408 2535","48","43","0004929500","P / KARL ROHE"
"A1","479","LEC","005","1","11:00 - 12:15","T","R","","","","0408 2535","48","43","0005061202","P / EMMA KRAUSKA"
"A1","479","LEC","006","1","11:00 - 12:15","T","R","","","","0408 2535","48","5","0005061202","P / EMMA KRAUSKA"
"A1","479","LEC","006","1","11:00 - 12:15","T","R","","","","0408 2535","48","5","0004929500","P / KARL ROHE"
"A1","525","LEC","001","4","14:30 - 15:45","T","R","","","","0407 1106","79","13","0006059366","P / CARLA MICHINI"
"A1","542","LEC","003","1","16:45 - 19:00","T","R","","","","1480 1220","16","1","0004947463","P / MITCHELL PAUKNER"
"A1","542","LEC","003","1","16:45 - 19:00","T","R","","","","1480 1220","16","1","0000617798","P / KEVIN BUHR"
"A1","542","DIS","303","1","15:30 - 16:30","","R","","","","1480 1220","16","1","0004947463","P / MITCHELL PAUKNER"
"A1","542","DIS","303","1","15:30 - 16:30","","R","","","","1480 1220","16","1","0000617798","P / KEVIN BUHR"
"A1","572","LEC","001","1","11:00 - 12:15","T","R","","","","0408 1227","59","48","0005189535","P / EDWARD ERKER"
"A1","572","DIS","311","1","13:20 - 14:10","","R","","","","0449 0290","24","19","0006289586","P / STEVEN MOEN"
"A1","572","DIS","312","1","14:25 - 15:15","","R","","","","0453 0114","21","16","0006289586","P / STEVEN MOEN"
"A1","572","DIS","313","1","16:35 - 17:25","","R","","","","0482 0486","14","13","0006289586","P / STEVEN MOEN"
"A1","601","LEC","001","1","-","","","","","","ONLINE","","18","0004728474","P / MIAOYAN WANG"
"A1","601","DIS","311","1","08:00 - 09:15","","","F","","","ONLINE","","5","0006080832","P / CHANWOO LEE"
