"TERM:  1204","","","","","","","","","","","","","","","",""
"COLLEGE:  ALS","","","","","","","","","","","","","","","",""
"SUBJECT:  NUTRITIONAL SCIENCES (694)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","132","LEC","001","1","09:55 - 10:45","M","W","","F","","","0470 0107","","90","0000309711","P / PETER ANDERSON"
"A1","132","LEC","002","1","11:00 - 11:50","M","W","","F","","","0470 0107","","103","0000309711","P / PETER ANDERSON"
"A1","132","LEC","003","1","-","","","","","","","ONLINE","","338","0000309711","P / PETER ANDERSON"
"A1","200","LEC","001","1","14:25 - 15:15","","W","","","","","0449 0290","","25","0004755770","P / ERIKA ANNA"
"AKJ","203","LEC","001","1","13:20 - 15:15","M","W","","","","","0469 1121","118","95","0000478209","P / SHERRY TANUMIHARDJO"
"A1","299","IND","012","1","-","","","","","","","","","1","0004392275","P / CHI-LIANG YEN"
"A1","299","IND","016","1","-","","","","","","","","","1","0000478209","P / SHERRY TANUMIHARDJO"
"A1","311","LEC","001","3","12:05 - 12:55","M","W","","F","","","0118 0212","61","5","0002601485","P / THOMAS CRENSHAW"
"A1","332","LEC","001","1","09:55 - 10:45","M","W","","F","","","0060 1520","","107","0003012374","P / GUY GROBLEWSKI"
"A1","332","LEC","001","1","09:55 - 10:45","M","W","","F","","","0060 1520","","107","0004392275","P / CHI-LIANG YEN"
"A1","350","LEC","001","1","13:20 - 14:10","M","W","","","","","0084 1125","286","124","0003222173","P / TAIYA BACH"
"A1","350","LEC","001","1","13:20 - 14:10","M","W","","","","","0084 1125","286","124","0002601756","P / JEAN-PAUL CHAVAS"
"A1","350","DIS","301","1","15:30 - 16:20","","W","","","","","0070 0010","25","11","0005717455","P / MARIN SKIDMORE"
"A1","350","DIS","302","1","15:30 - 16:20","","W","","","","","0114 0104","24","7","0005033665","P / ZIQI QIAO"
"A1","350","DIS","303","1","13:20 - 14:10","","","","F","","","0070 0038","25","10","0005033665","P / ZIQI QIAO"
"A1","350","DIS","304","1","14:25 - 15:15","","","","F","","","0114 0104","23","6","0004357513","P / JOSHUA DEUTSCHMANN"
"A1","350","DIS","305","1","16:35 - 17:25","","W","","","","","0070 0010","25","10","0005717455","P / MARIN SKIDMORE"
"A1","350","DIS","306","1","16:35 - 17:25","","W","","","","","0114 0104","24","10","0005033665","P / ZIQI QIAO"
"A1","350","DIS","307","1","11:00 - 11:50","","","","F","","","0118 0209","24","12","0005033665","P / ZIQI QIAO"
"A1","350","DIS","308","1","09:55 - 10:45","","","","F","","","0084 1116","24","14","0004357513","P / JOSHUA DEUTSCHMANN"
"A1","350","DIS","309","1","08:50 - 09:40","","","","F","","","0084 1116","23","10","0004357513","P / JOSHUA DEUTSCHMANN"
"A1","350","DIS","310","1","09:55 - 10:45","","","","F","","","0114 0104","24","10","0005717455","P / MARIN SKIDMORE"
"A1","350","DIS","311","1","11:00 - 11:50","","","","F","","","0070 0010","23","11","0005717455","P / MARIN SKIDMORE"
"A1","350","DIS","312","1","13:20 - 14:10","","","","F","","","0114 0150","22","13","0004357513","P / JOSHUA DEUTSCHMANN"
"A1","375","LEC","004","1","09:30 - 10:45","T","","R","","","","0408 3345","","11","0003235726","P / DEVIKA SURI"
"A1","375","LEC","004","1","09:30 - 10:45","T","","R","","","","0408 3345","","11","0000572385","P / PAUL PEPPARD"
"BFF","421","FLD","004","2","-","","","","","","","","13","13","0000220620","P / SUSAN NELSON"
"BFF","421","FLD","004","2","-","","","","","","","","13","13","0003235726","P / DEVIKA SURI"
"GFE","421","FLD","002","2","-","","","","","","","","12","12","0000136992","P / MARIA MORENO"
