"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  HISTORY (448)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","432","LEC","002","2","16:00 - 17:15","T","","R","","","","0482 0201","18","6","0003150917","P / DEAN KROUK"
"A1","450","LEC","001","1","09:30 - 10:45","T","","R","","","","0469 1217","","18","0006242414","P / MOU BANERJEE"
"A1","466","LEC","001","1","14:30 - 15:45","T","","R","","","","0046 6102","44","3","0002600126","P / JAMES WALKER"
"A1","477","LEC","001","2","11:00 - 12:15","T","","R","","","","0408 2534","19","2","0004312196","P / MITRA SHARAFI"
"A1","478","LEC","001","2","09:30 - 10:45","T","","R","","","","0400 L150","30","3","0000208564","P / WILLIAM REESE"
"A1","508","LEC","001","2","13:00 - 14:15","T","","R","","","","0482 0155","29","3","0003477628","P / RICHARD KELLER"
"A1","510","LEC","001","2","09:30 - 10:45","T","","R","","","","0407 1164","18","1","0004312196","P / MITRA SHARAFI"
"A1","515","LEC","001","2","13:00 - 15:30","T","","","","","","0153 0229","15","5","0001322480","P / SIMONE SCHWEBER"
"A1","519","LEC","001","1","11:00 - 12:55","","","R","","","","0048 B219","14","4","0003374868","P / A FINN ENKE"
"A1","560","LEC","001","2","09:30 - 10:45","T","","R","","","","0140 2080","73","6","0006036361","P / KATHRYN MCGARR"
"A1","560","DIS","301","2","11:00 - 11:50","T","","","","","","0469 2111","21","1","0005539085","P / YIPING XIA"
"A1","560","DIS","302","2","11:00 - 11:50","","W","","","","","0469 2115","20","4","0005539085","P / YIPING XIA"
"A1","560","DIS","303","2","12:05 - 12:55","","W","","","","","0469 2115","17","1","0005539085","P / YIPING XIA"
"A1","560","DIS","304","2","13:20 - 14:10","","W","","","","","0545 4020","15","0","0005539085","P / YIPING XIA"
"A1","600","SEM","001","1","15:30 - 17:25","T","","","","","","0469 5255","","8","0006242414","P / MOU BANERJEE"
"A1","600","SEM","003","1","-","","","","","","","ONLINE","","5","0005597287","P / APRIL HAYNES"
"A1","600","SEM","004","1","11:00 - 12:55","T","","","","","","0469 5255","15","11","0002600071","P / ALFRED MCCOY"
"A1","600","SEM","005","1","13:20 - 15:15","T","","","","","","0469 5233","","19","0002600382","P / DAVID MCDONALD"
"A1","600","SEM","006","1","13:20 - 15:15","T","","","","","","0469 5257","","5","0006242395","P / MARLA RAMIREZ TAHUADO"
"A1","600","SEM","007","1","08:50 - 10:45","","W","","","","","0469 5257","","10","0003615141","P / AARON ROCK"
"A1","600","SEM","008","1","13:20 - 15:15","M","","","","","","0015 0424","","10","0005214202","P / CLAIRE TAYLOR"
"A1","601","SEM","001","1","11:00 - 14:00","T","","","","","","0469 5245","","9","0000586959","P / ELIZABETH LAPINA"
"A1","680","SEM","001","1","13:20 - 15:15","","W","","","","","0469 5245","6","6","0005104315","P / VIREN MURTHY"
"A1","681","IND","028","1","-","","","","","","","","","1","0002600071","P / ALFRED MCCOY"
"A1","682","IND","019","1","-","","","","","","","","","1","0003214631","P / FRANCINE HIRSCH"
"A1","682","IND","063","1","-","","","","","","","","","1","0004083702","P / SARAH THAL"
"A1","682","IND","076","1","-","","","","","","","","","1","0004957941","P / PUI SHAN SHELLY CHAN"
"A1","682","IND","082","1","-","","","","","","","","","1","0005104314","P / JUDD KINZLEY"
"A1","682","IND","085","1","-","","","","","","","","","2","0005214163","P / KATHRYN CIANCIA"
