"TERM:  1254","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  LITERATURE IN TRANSLATION (551)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","202","LEC","001","1","09:55 - 10:45","M","W","F","","","0046 5106","50","20","0004616864","P / KAREN EVANS-ROMAINE"
"A1","204","LEC","001","1","09:55 - 10:45","M","W","F","","","0046 5106","50","30","0004616864","P / KAREN EVANS-ROMAINE"
"A1","204","DIS","301","1","09:55 - 10:45","","R","","","","0402 0123","","14","0006291506","P / PIOTR KAWULOK"
"A1","204","DIS","301","1","09:55 - 10:45","","R","","","","0402 0123","","14","0004616864","S / KAREN EVANS-ROMAINE"
"A1","204","DIS","303","1","12:05 - 12:55","","R","","","","0470 0134","","16","0004616864","S / KAREN EVANS-ROMAINE"
"A1","204","DIS","303","1","12:05 - 12:55","","R","","","","0470 0134","","16","0006291506","P / PIOTR KAWULOK"
"A1","207","LEC","001","1","14:30 - 15:45","T","R","","","","0400 L196","","78","0003039898","P / DAVID DANAHER"
"A1","220","LEC","001","1","11:00 - 12:15","T","R","","","","0482 0486","27","26","0004137616","P / MAKSIM HANUKAI"
"A1","226","LEC","001","1","11:00 - 11:50","M","W","F","","","0482 0582","23","22","0002600133","P / ELLEN SAPEGA"
"A1","227","LEC","001","1","09:30 - 10:45","T","R","","","","0056 0120","34","5","0006315775","P / CHONTEL SYFOX"
"A1","234","LEC","002","1","14:25 - 15:15","M","W","F","","","0057 2425","29","0","0000166746","P / JENNIFER TISHLER"
"A1","245","LEC","001","1","08:00 - 09:15","T","R","","","","0482 0382","","22","0003233892","P / GLEN CLOSE"
"A1","253","LEC","001","1","09:30 - 10:45","T","R","","","","0469 1111","130","72","0003213526","P / ERNESTO LIVORNI"
"A1","266","LEC","001","2","13:20 - 14:10","M","W","F","","","0482 0399","16","10","0003973321","P / SARA KARPUKHIN"
"A1","266","LEC","002","2","14:25 - 15:15","M","W","F","","","0057 2425","29","21","0000166746","P / JENNIFER TISHLER"
"A1","274","LEC","001","1","13:20 - 14:10","T","R","","","","0114 0104","8","7","0002602070","P / SUSAN BRANTLY"
"A1","276","LEC","001","1","14:30 - 15:45","T","R","","","","0046 6203","50","28","0003352933","P / B. VENKAT MANI"
"A1","276","LEC","002","1","14:30 - 15:45","T","R","","","","0482 0594","54","23","0003039903","P / SABINE MOEDERSHEIM"
"A1","276","LEC","003","1","11:00 - 12:15","T","R","","","","0408 3355","10","5","0003352933","P / B. VENKAT MANI"
"A1","279","LEC","001","1","13:20 - 14:10","M","W","F","","","0451B0140","54","5","0005850423","P / SUNNY YUDKOFF"
"A1","280","LEC","001","2","13:20 - 14:10","M","W","F","","","0046 5106","118","52","0005031482","P / MELISSA SHEEDY"
"A1","303","LEC","001","1","12:05 - 12:55","M","W","","","","0140 1280","","51","0003012375","P / JAN MIERNOWSKI"
"A1","303","DIS","301","1","13:20 - 14:10","","W","","","","0140 2175","","20","0003012375","P / JAN MIERNOWSKI"
"A1","303","DIS","303","1","12:05 - 13:55","","","F","","","0482 0487","","16","0003012375","P / JAN MIERNOWSKI"
"A1","303","DIS","305","1","11:00 - 11:50","","","F","","","0482 0587","","15","0003012375","P / JAN MIERNOWSKI"
"A1","324","LEC","001","1","11:00 - 12:15","T","R","","","","0482 0379","29","19","0004727617","P / IDA JOHNSON"
"A1","324","LEC","002","1","14:30 - 15:45","T","R","","","","0482 0387","30","20","0006081182","P / HELEN DURST"
"A1","326","LEC","001","1","16:00 - 17:15","T","R","","","","0482 0387","23","21","0002601053","P / JOLANDA TAYLOR"
"A1","327","LEC","001","1","14:25 - 15:15","T","R","","","","0057 1310","201","66","0006315769","P / BENJAMIN MIER-CRUZ"
