"TERM:  1254","","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  PUBLIC AFFAIRS AND PUBLIC POLICY (826)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","802","SEM","001","1","-","","","","","","","","","14","0006485551","P / HECTOR PIFARRE I AROLAS"
"A1","810","LEC","001","2","14:30 - 17:00","","","W","","","","","19","4","0003382343","P / SCOTT WILLIAMS"
"A1","819","LEC","001","1","14:30 - 15:45","M","","W","","","","0154 0301","","15","0003669501","P / MENZIE CHINN"
"A1","819","DIS","301","1","09:55 - 10:45","","","","F","","","0482 0482","","12","0006544709","P / MICHAEL HALL"
"A1","819","DIS","302","1","11:00 - 11:50","","","","F","","","0482 0482","","3","0006544709","P / MICHAEL HALL"
"A1","820","SEM","001","1","09:00 - 12:00","","","","F","","","0464 0B30","19","4","0002600972","P / STEVEN DELLER"
"A1","860","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","41","13","0000446811","P / MARY MICHAUD"
"A1","860","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","41","13","0006317360","P / MANNY TEODORO"
"A1","860","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","41","13","0001594793","P / JASON DELBORNE"
"A1","869","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","41","18","0000446811","P / MARY MICHAUD"
"A1","869","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","41","18","0001594793","P / JASON DELBORNE"
"A1","869","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","41","18","0006317360","P / MANNY TEODORO"
"A1","869","SEM","002","1","08:50 - 10:45","M","","","","","","0056 0214","41","10","0006317360","P / MANNY TEODORO"
"A1","869","SEM","002","1","08:50 - 10:45","M","","","","","","0056 0214","41","10","0000446811","P / MARY MICHAUD"
"A1","869","SEM","002","1","08:50 - 10:45","M","","","","","","0056 0214","41","10","0001594793","P / JASON DELBORNE"
"A1","873","LEC","001","1","14:30 - 16:25","","","R","","","","0402 0123","","17","0006299377","P / CHRISTINE DURRANCE"
"A1","873","LEC","002","1","13:20 - 15:15","","T","","","","","0482 0595","","19","0003214653","P / DAVE WEIMER"
"A1","878","LEC","001","3","13:20 - 15:15","","T","","","","","0482 0587","16","15","0001610142","P / TANA JOHNSON"
"A1","878","LEC","002","3","15:30 - 17:25","","T","","","","","0482 0587","20","20","0001610142","P / TANA JOHNSON"
"A1","974","SEM","001","3","15:30 - 17:25","","","R","","","","0046 6116","","11","0003430401","P / DENIA GARCIA"
"A1","974","SEM","003","3","13:20 - 15:15","","","R","","","","0482 0390","","12","0005342247","P / MARIEL BARNES"
