"TERM:  1254","","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  AFRICAN AMERICAN STUDIES (106)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","367","LEC","001","1","14:30 - 15:45","M","","W","","","","0482 0390","16","8","0000330206","P / MELANIE HERZOG"
"A1","393","LEC","001","2","16:00 - 17:15","M","","W","","","","0469 1111","57","7","0002600088","P / STEPHEN KANTROWITZ"
"A1","393","DIS","301","2","13:20 - 14:10","","","R","","","","0469 2231","18","2","0004632148","P / JORGE TRINIDAD"
"A1","393","DIS","302","2","14:25 - 15:15","","","R","","","","0469 2625","16","3","0004632148","P / JORGE TRINIDAD"
"A1","393","DIS","303","2","11:00 - 11:50","","","","F","","","0469 2101","9","1","0004632148","P / JORGE TRINIDAD"
"A1","393","DIS","304","2","12:05 - 12:55","","","","F","","","0469 2631","7","1","0004632148","P / JORGE TRINIDAD"
"A1","393","DIS","333","2","-","","","","","","","","7","0","0002600088","P / STEPHEN KANTROWITZ"
"A1","435","LEC","001","2","09:30 - 10:45","","T","R","","","","0046 5206","117","20","0004743515","P / ION MEYN"
"A1","523","LEC","001","2","11:00 - 12:15","","T","R","","","","0046 6102","33","4","0001016446","P / SUSAN LEDERER"
"A1","525","LEC","001","1","16:00 - 17:15","","T","R","","","","0018 4123","","8","0000408564","P / SANDRA ADELL"
"A1","671","LEC","001","1","14:25 - 17:25","","","W","","","","0545 4041","","13","0004842017","P / CHRISTY CLARK-PUJARA"
"A1","672","LEC","001","1","14:25 - 17:25","M","","","","","","0140 2185","17","11","0003874069","P / BRITTNEY EDMONDS"
"A1","673","LEC","001","1","14:25 - 17:25","","T","","","","","","","9","0003355018","P / JESSICA STOVALL"
"A1","673","LEC","002","1","11:00 - 12:15","","T","R","","","","0018 4123","","7","0006687495","P / ANDRENE WRIGHT"
"A1","677","LEC","001","1","13:00 - 14:15","","T","R","","","","0018 4208","6","3","0000408564","P / SANDRA ADELL"
"A1","699","IND","001","1","-","","","","","","","","","1","0003355018","P / JESSICA STOVALL"
"A1","699","IND","003","1","-","","","","","","","","","1","0003113301","P / ETHELENE WHITMIRE"
"A1","699","IND","010","1","-","","","","","","","","","1","0000408564","P / SANDRA ADELL"
"A1","790","IND","080","1","-","","","","","","","","","3","0003113301","P / ETHELENE WHITMIRE"
"A1","802","SEM","001","2","17:00 - 19:00","","T","R","","","","0515B0128","9","0","0000134134","P / LAURIE BETH CLARK"
