"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/10/2013"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","5:08:14PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: FOLKLORE PROGRAM (380)","","","","","","","","","","",""
"","","TERM:","1142","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","915","LEC","001","1","13:20 - 15:50","F","0015 B162","7","0","0002600428","RONALD RADANO","",""
"","","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
