"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/10/2013"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","5:08:14PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: ECONOMICS (296)","","","","","","","",""
"","","TERM:","1142","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","990","IND","016","1","-","1","0004152322","JESSE GREGORY","",""
"","","","","","","","","","PAGE NUMBER:
11","OF
11"
