"","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","RUN DATE:","8/27/2018"
"","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","RUN TIME:","6:06:28PM"
"","","","Office of the Registrar","","","","",""
"","SUBJECT: NEUROLOGICAL SURGERY (678)","","","","","","",""
"TERM:","1186","","","","","","",""
"","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"NEUROLOGICAL SURGERY","","","","","","","",""
"DHH
 699
IND","1
002","","","1","0004613853","AMGAD HANNA","",""
"DHH
 699
IND","1
006","","","1","0003671400","RAGHU VEMUGANTI","",""
"","","","","","","","PAGE NUMBER:
1","OF
1"
