"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: INTERDISCIPLINARY COURSES (SOHE) (498)","","","","","","","",""
"","","TERM:","1186","","","","","","",""
"","","","","","Facil ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INTERDISCIPLINARY COURSES (SOHE)","","","","","","","","",""
"DHH","202","LEC","002","1","ONLINE","37","0000795784","ALICIA HAZEN","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
