"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: MEDICAL GENETICS (616)","","","","","","","","","","",""
"","","TERM:","1186","","","","","","","","","",""
"","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","MEDICAL GENETICS","","","","","","","","","","","",""
"DHH","993","SEM","001","1","15:30 - 16:30","W","0082 1111","16","0","0002602114","ALLEN LAUGHON","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
