"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","Office of the Registrar","","","",""
"","","SUBJECT: CIVIL AND ENVIRONMENTAL ENGINEERING (240)","","","","","","",""
"","","TERM:","1186","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DHH","999","IND","074","1","1","0000345391","STEVEN LOHEIDE","",""
"","","","","","","","","PAGE NUMBER:
3","OF
3"
