"","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","RUN DATE:","8/27/2018"
"","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","RUN TIME:","6:06:28PM"
"","","","Office of the Registrar","","","","",""
"","SUBJECT: PSYCHIATRY (814)","","","","","","",""
"TERM:","1186","","","","","","",""
"","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"PSYCHIATRY","","","","","","","",""
"DHH
 699
IND","1
017","","","1","0002600596","NED KALIN","",""
"","","","","","","","PAGE NUMBER:
1","OF
1"
