"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: CLASSICS (244)","","","","","","","","","","","",""
"TERM:","1186","","","","","","","","","","","",""
"","","","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"CLASSICS","","","","","","","","","","","","",""
"ZDD
 322
LEC","001","1","09:00 - 11:00","M","T","W R","","0482 0494","30","0004679255","GRANT NELSESTUEN","",""
"DCC
 370
LEC","001","1","09:00 - 11:00","M","T","W R","F","0482 0494","20","0004679250","ALEXANDER DRESSLER","",""
"","","","","","","","","","","","PAGE NUMBER:","1","OF
1"
