"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","Office of the Registrar","","","",""
"","","SUBJECT: OPHTHALMOLOGY AND VISUAL SCIENCES (702)","","","","","","",""
"","","TERM:","1186","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OPHTHALMOLOGY AND VISUAL SCIENCES","","","","","","","",""
"AHH","699","IND","294","1","1","0003374775","NADER SHEIBANI","",""
"","","","","","","","","PAGE NUMBER:
1","OF
1"
