"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","","","",""
"TERM:","1186","","","","","","","","","","","","",""
"","","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"ASIAN AMERICAN STUDIES","","","","","","","","","","","","","",""
"ACC
 121
LAB","001","1","09:00 - 13:15","M","T","W R","F","0032 B101","17","0","0001029263","PEGGY CHOY","",""
"DFF
 240
LEC","001","1","13:30 - 15:00","M","T","W R","F","0404 0410B","","15","0005476223","YANG XIONG","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
