"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: HISTORY OF SCIENCE (456)","","","","","","","","","","","",""
"TERM:","1186","","","","","","","","","","","",""
"","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"HISTORY OF SCIENCE","","","","","","","","","","","","",""
"ZDD
 206
LEC","001","1","09:50 - 12:20","M","T","W R","0057 1335","10","2","0000839802","JAMES LATTIS","",""
"DHH
 990
IND","002","1","","","","","","","1","0000208040","GREGG MITMAN","",""
"DHH
 990
IND","013","1","","","","","","","1","0000264667","FLORENCE HSIA","",""
"DHH
 990
IND","016","1","","","","","","","1","0001016446","SUSAN LEDERER","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
