"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","RUN DATE:","","8/27/2018"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","RUN TIME:","","6:06:28PM"
"","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: NEUROLOGY (676)","","","","","","","",""
"","","TERM:","1186","","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"NEUROLOGY","","","","","","","","","",""
"DHH","699","IND","056","1","1","0000197360","THOMAS SUTULA","","",""
"DHH","699","IND","057","1","1","0000555602","ROBERT KOTLOSKI","","",""
"DHH","699","IND","098","1","1","0003789791","DAVID HSU","","",""
"","","","","","","","PAGE NUMBER:","1","OF","1"
