"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/27/2018"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","6:06:28PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: OCCUPATIONAL THERAPY (DEPARTMENT OF KINESIOLOGY) (695)","","","","","","","","","","","",""
"TERM:","1186","","","","","","","","","","","",""
"","","","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OCCUPATIONAL THERAPY (DEPARTMENT OF KINESIOLOGY)","","","","","","","","","","","",""
"BLL
 662
FLD","001","1","08:00 - 17:00","M","T","W R","F","0450 3130","7","0005853050","JOSHUA BROWN","",""
"DHH
 813
LEC","001","1","","","","","","ONLINE","6","0000806120","KARLA AUSDERAU","",""
"DHH
 890
IND","001","1","","","","","","","3","0004301945","SHARON GARTLAND","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
