"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/10/2009"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:06:28AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: UNIVERSITY FORUM (943)","","","","","","","","","","",""
"TERM:","1096","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DCS
UNIVERSITY FORUM","","","","","","","","","","","",""
"DDD
 500
LEC","001","1","19:00 - 21:30","T","R","0140 1100","24","1","0003919931","DOMINIQUE BROSSARD","",""
"","","","","","","","","","","PAGE NUMBER:","1","OF
1"
