"","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/10/2009"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","11:06:28AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INTEGRATED LIBERAL STUDIES (500)","","","","","","","","","","","",""
"","","TERM:","1096","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INTEGRATED LIBERAL STUDIES","","","","","","","","","","","","",""
"ADD","205","LEC","001","1","09:00 - 11:30","M","T","W R","0482 0594","5","0003039908","HOWARD SCHWEBER","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
