"","","SUBJECT: LANGUAGES AND CULTURES OF ASIA (521)","","","","","","","","","","","",""
"","","TERM:","1096","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","LANGUAGES AND CULTURES OF ASIA","","","","","","","","","","","","",""
"DHH","205","LEC","001","1","-","","","","","","61","2","0000360972","MICHAEL CHAMBERLAIN"
"EFF","402","LEC","001","1","14:30 - 16:00","M","T","W R","","0048 B231","38","38","0003051018","MICHAEL KRUSE"
"ACC","438","LEC","002","1","13:10 - 16:10","M","T","W R","F","0469 1221","37","5","0002601264","THONGCHAI WINICHAKUL"
"DHH","699","IND","003","1","-","","","","","","","1","0002600075","JOSEPH ELDER"
"DHH","699","IND","056","1","-","","","","","","","5","0004532863","SAEED HONARMAND"
"DHH","799","IND","042","1","-","","","","","","","1","0002600239","ULI SCHAMILOGLU"
"DHH","990","IND","046","1","-","","","","","","","1","0003351882","VINAY DHARWADKER"
"DHH","990","IND","049","1","-","","","","","","","1","0000858616","DONALD DAVIS"
