"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/10/2009"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:06:28AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","",""
"TERM:","1096","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","","",""
"ADD
 422
LEC","001","1","09:30 - 12:00","M","T","W R","0140 2270","8","4","0000106122","RAFAEL LAZIMY","",""
"ADD
 722
LEC","001","1","09:30 - 12:00","M","T","W R","0140 2270","8","4","0000106122","RAFAEL LAZIMY","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
