"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/10/2009"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:06:28AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LATIN (CLASSICS) (524)","","","","","","","","","","",""
"TERM:","1096","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LATIN (CLASSICS)","","","","","","","","","","","",""
"DDD
 391
LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","12","0002601318","JAMES MCKEOWN","",""
"HDD
 392
LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","14","0002601318","JAMES MCKEOWN","",""
"DHH
 699
IND","014","1","-","","","","","1","0002601318","JAMES MCKEOWN","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
