"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/10/2009"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","11:06:28AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: CHICANA/O AND LATINA/O STUDIES (228)","","","","","","","","","","","","",""
"TERM:","1096","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"CHICANA/O AND LATINA/O STUDIES","","","","","","","","","","","","","",""
"EFF
 210
LEC","001","1","14:30 - 16:00","M","T","W R","","0482 0104","","39","0000436371","PATRICIA TUCKER","",""
"ACC
 347
LEC","001","1","12:00 - 14:00","M","T","W R","F","0469 2251","21","4","0000342877","MARY BELTRAN","",""
"ACC
 347
LAB","301","1","14:10 - 16:15","M","T","W R","F","0469 2251","21","4","0000342877","MARY BELTRAN","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
