"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/10/2009"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:06:28AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INTERNATIONAL BUSINESS (235)","","","","","","","","","","",""
"","","TERM:","1096","","","","","","","","","",""
"","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INTERNATIONAL BUSINESS","","","","","","","","","","","",""
"CCC","765","LEC","030","1","18:15 - 20:55","M","R","0140 2339","55","0000156269","SACHIN TULI","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
