"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","3/4/2013"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","5:45:00PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","","",""
"TERM:","1134","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","","","",""
"A1
 371
LEC","001","2","17:15 - 18:30","","T","","R","0140 2294","31","14","0000565871","ANDREW JAKUBCZAK","",""
"A1
 424
LEC","001","1","13:00 - 14:15","M","","W","","0140 1170","7","6","0000106122","RAFAEL LAZIMY","",""
"A1
 724
LEC","001","1","13:00 - 14:15","M","","W","","0140 1170","7","1","0000106122","RAFAEL LAZIMY","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
