"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","RUN DATE:","3/4/2013"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","5:45:00PM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INTERDISCIPLINARY COURSES (C A L S) (494)","","","","","","","","",""
"","","TERM:","1134","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","421","FLD","003","1","-","9","0","0000478209","SHERRY TANUMIHARDJO","",""
"","","","","","","","","","PAGE NUMBER:","2","OF
2"
