"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","3/4/2013"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","5:45:00PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: PROFESSIONAL ORIENTATION (812)","","","","","","","","","",""
"","","TERM:","1134","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","PROFESSIONAL ORIENTATION","","","","","","","","","","",""
"HIH","200","LEC","002","1","14:30 - 15:45","W","0407 1143","16","0000788586","KATHY PREM","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
