"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","3/3/2008"
"","","","","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","","","","RUN TIME:","8:06:01AM"
"","","","","","","","","","Office of the Registrar","","","",""
"","SUBJECT: SENIOR MEDICAL PROGRAM (882)","","","","","","","","","","","",""
"TERM:","1084","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"035
 937
FLD","035","1","06:00 - 18:00","M","T","W R","F","S","1","0002601476","HAQ,CYNTHIA L.","",""
"043
 937
FLD","044","1","06:00 - 17:00","M","T","W R","F","S","7","0002601476","HAQ,CYNTHIA L.","",""
"","","","","","","","","","","","","PAGE NUMBER:
3","OF
3"
