"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","10/13/2008"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","8:24:32AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ENGINEERING MECHANICS AND ASTRONAUTICS (346)","","","","","","","","",""
"TERM:","1092","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 990
IND","015","1","-","","","1","0000470563","DANIEL KAMMER","",""
"A1
 990
IND","040","1","-","","","1","0000318683","MICHAEL PLESHA","",""
"","","","","","","","","PAGE NUMBER:","4","OF
4"
