"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","10/13/2008"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","8:24:32AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","","",""
"TERM:","1092","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","",""
"A1
 325
LEC","001","1","08:00 - 09:15","T","R","0140 2185","23","3","0002601710","RODNEY STEVENSON","",""
"A1
 725
LEC","001","1","08:00 - 09:15","T","R","0140 2185","23","2","0002601710","RODNEY STEVENSON","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
