"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/13/2008"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","8:24:32AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: MATERIALS SCIENCE AND ENGINEERING (636)","","","","","","","",""
"","","TERM:","1092","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","990","IND","016","1","-","1","0000269582","PAUL VOYLES","",""
"","","","","","","","","","PAGE NUMBER:
3","OF
3"
