"","","SUBJECT: ANIMAL HEALTH AND BIOMEDICAL SCIENCES (952)","","","","","","","","","","","","",""
"","","TERM:","1092","","","","","","","","","","","",""
"","","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","ANIMAL HEALTH AND BIOMEDICAL SCIENCES","","","","","","","","","","","","","",""
"A1","370","LEC","001","1","13:20 - 14:10","","T","","R","","0118 1142","18","0","0002602110","JESS REED"
"A1","370","LAB","301","1","14:25 - 16:10","","","W","","","0118 1142","18","0","0002602110","JESS REED"
"AOH","606","LEC","001","1","14:30 - 15:45","","T","","","","0074B0270","39","2","0000155628","WILLIAM HICKEY"
"A1","625","LEC","001","1","09:55 - 10:45","M","","W","","F","0468 0125","24","0","0002600260","COLIN JEFCOATE"
"A1","625","DIS","301","1","16:35 - 18:00","M","","","","","0034 2121","24","0","0002600260","COLIN JEFCOATE"
"A1","711","LEC","001","1","09:55 - 10:45","","T","","","","0205 0175","12","0","0000147387","ANN PALMENBERG"
"A1","711","LAB","301","1","13:20 - 15:30","","T","","","","0082 1240","12","0","0000147387","ANN PALMENBERG"
"A1","740","LEC","001","1","09:00 - 10:15","","T","","R","","0060 1510","8","0","0003040954","JOSEPH DILLARD"
