"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","3/2/2007"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","4:00:39PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: AGRICULTURAL AND APPLIED ECONOMICS (108)","","","","","","","","",""
"1074
TERM:","","","","","","","","","",""
"","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"EGR
AGRICULTURAL AND APPLIED ECONOMICS","","","","","","","","","",""
"A1
 637
LEC
001","1","09:30 - 10:45","T","R","0464 0B30","13","0003088634","GOULD,BRIAN","",""
"","","","","","","","","","1
PAGE NUMBER:","1
OF"
