"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","RUN DATE:","3/2/2018",""
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","RUN TIME:","","1:58:56PM"
"","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ECONOMICS (296)","","","","","","","",""
"","","TERM:","1184","","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"A1","999","IND","007","1","2","0004181403","MARZENA ROSTEK","","",""
"A1","999","IND","008","1","1","0003129990","ANANTH SESHADRI","","",""
"A1","999","IND","012","1","1","0004946885","PHILIP CORBAE","","",""
"","","","","","","","PAGE NUMBER:","10","OF","10"
