"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","3/2/2018"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","1:58:56PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: REAL ESTATE AND URBAN LAND ECONOMICS (239)","","","","","","","","","","",""
"TERM:","1184","","","","","","","","","","",""
"","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"FFE
 765
LEC","006","1","08:00 - 09:15","M","W","0140 2294","49","3","0000520440","ARIF QURESHI","",""
"KEE
 765
LEC","007","1","08:00 - 09:15","M","W","0140 1170","","7","0000520440","ARIF QURESHI","",""
"HHG
 765
LEC","010","1","13:00 - 14:15","T","R","0140 3325","","9","0004302937","MOUSSA DIOP","",""
"A1
 799
IND","001","1","","","","","","3","0000501827","TIMOTHY PIRE","",""
"","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
