"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","3/2/2018"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","1:58:56PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","","",""
"","","TERM:","1184","","","","","","","","",""
"","","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","","",""
"A1","902","SEM","001","1","12:30 - 14:00","R","0046 8411","6","0003659605","SAMER ALATOUT","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
