"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/9/2010"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: FAMILY AND CONSUMER COMMUNICATIONS (464)","","","","","","","","","","","",""
"TERM:","1106","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","FAMILY AND CONSUMER COMMUNICATIONS","","","","","","","","","","","",""
"DHH
 100
LEC","001","1","11:00 - 12:15","M","T","W R","0076 0135","20","0","0000974747","ALLISON HOWELL","",""
"ADD
 340
LEC","035","1","-","","","","","30","0","0001080206","JACQUELINE HITCHON MCSWEENEY","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
