"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/9/2010"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","","",""
"","","TERM:","1106","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","","","",""
"DHH","827","FLD","001","1","16:30 - 18:25","W","0512 0110","17","0004003045","DONALD MOYNIHAN","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
