"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/9/2010"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LATIN (CLASSICS) (524)","","","","","","","","","","",""
"TERM:","1106","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LATIN (CLASSICS)","","","","","","","","","","","",""
"DDD
 391
LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","14","0002601318","JAMES MCKEOWN","",""
"HDD
 392
LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","12","0002601318","JAMES MCKEOWN","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
