"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/9/2010"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: UNIVERSITY FORUM (943)","","","","","","","","","","",""
"TERM:","1106","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DCS","","","","","","","","","","","",""
"UNIVERSITY FORUM","","","","","","","","","","","",""
"DDD
 500
LEC","001","1","16:45 - 20:00","T","R","","29","8","0003012037","RICHARD ZELDIN","",""
"DDD
 500
LEC","001","1","16:45 - 20:00","T","R","","29","8","0000599346","JEANAN YASIRI","",""
"HDD
 500
LEC","001","1","19:00 - 21:00","T","R","0060 1420","20","2","0000464468","MONICA THEIS","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
