"","","SUBJECT: SOCIAL AND ADMINISTRATIVE PHARMACY (732)","","","","","","","","","",""
"","","TERM:","1106","","","","","","","","",""
"","","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","SOCIAL AND ADMINISTRATIVE PHARMACY","","","","","","","","","","",""
"BHH","713","LEC","001","1","10:30 - 11:45","M","T","W R","0034 2121","5","0002601192","DAVID KRELING"
"DHH","990","IND","012","1","-","","","","","2","0002601473","JEANINE MOUNT"
"DHH","990","IND","021","1","-","","","","","2","0002601192","DAVID KRELING"
"DHH","990","IND","022","1","-","","","","","1","0003999597","HENRY YOUNG"
"DHH","990","IND","079","1","-","","","","","1","0000538055","DAVID MOTT"
"DHH","990","IND","081","1","-","","","","","1","0004432337","MICHELLE CHUI"
