"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/9/2010"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: BIOSTATISTICS AND MEDICAL INFORMATICS (210)","","","","","","","","","","","","",""
"TERM:","1106","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","BIOSTATISTICS AND MEDICAL INFORMATICS","","","","","","","","","","","","",""
"CFF
 541
LEC","001","1","10:20 - 11:50","M","T","W R","F","0114 0184","20","20","0000143932","ISMOR FISCHER","",""
"CFF
 546
SEM","001","1","13:10 - 15:40","M","T","W R","F","0118 0150","20","20","0000893827","RONALD GANGNON","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
