"","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/9/2010"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","","","",""
"","","TERM:","1106","","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ASIAN AMERICAN STUDIES","","","","","","","","","","","","","",""
"DDD","662","LEC","001","1","10:20 - 13:20","M","T","W R","0140 1185","34","9","0001017511","HEMANT SHAH","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
