"","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","RUN DATE:","8/9/2010"
"","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","Office of the Registrar","","","","",""
"","SUBJECT: LITERATURE IN TRANSLATION (551)","","","","","","","",""
"TERM:","1106","","","","","","","",""
"","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LITERATURE IN TRANSLATION","","","","","","","","",""
"DDD
 275
LEC","001","1","-","74","73","0000886751","SCOTT MELLOR","",""
"DHH
 360
LEC","001","1","-","","22","0003662401","THOMAS ARMBRECHT","",""
"","","","","","","","","PAGE NUMBER:
1","OF
1"
