"","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/9/2010"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","3:13:07PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: RISK MANAGEMENT AND INSURANCE (241)","","","","","","","","","","","",""
"","","TERM:","1106","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","RISK MANAGEMENT AND INSURANCE","","","","","","","","","","","","",""
"DDD","300","LEC","001","1","08:55 - 11:25","M","T","W R","0140 2185","18","0000977376","MARTIN HALEK","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
