"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - CALL","","","","",""
"","","","","","","","","RUN DATE:","","10/14/2016"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","RUN TIME:","","6:36:28PM"
"","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: COMPUTER SCIENCES (266)","","","","","","","",""
"","","TERM:","1172","","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"A1","999","IND","018","1","1","0004273799","KARTHIKEYAN SANKARALINGAM","","",""
"A1","999","IND","025","1","1","0002601978","DAVID WOOD","","",""
"A1","999","IND","085","1","1","0002600204","THOMAS REPS","","",""
"","","","","","","","PAGE NUMBER:","11","OF","11"
