"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - CALL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/14/2016"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","6:36:28PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: CLASSICS (244)","","","","","","","","","","",""
"","","TERM:","1172","","","","","","","","","",""
"","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","830","SEM","001","1","13:15 - 15:15","W","0018 5193","13","1","0002600182","PAULA GOTTLIEB","",""
"","","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
