"","","SUBJECT: INTERDISCIPLINARY COURSES (SOHE) (498)","","","","","","","","","","","","",""
"","","TERM:","1172","","","","","","","","","","","",""
"","","","","","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","INTERDISCIPLINARY COURSES (SOHE)","","","","","","","","","","","","","",""
"A1","201","LEC","001","1","11:00 - 12:15","","T","","","","0085 2235","","90","0005450750","CHRISTINE WHELAN"
"A1","201","DIS","301","1","11:00 - 12:15","","","","R","","0085 1125","","19","0005450750","CHRISTINE WHELAN"
"A1","201","DIS","302","1","14:30 - 15:45","","","","R","","0085 2211","","17","0003750688","SHARI BLUMENSTOCK"
"A1","201","DIS","303","1","16:00 - 17:15","","","","R","","0085 2211","","18","0003750688","SHARI BLUMENSTOCK"
"A1","201","DIS","304","1","09:30 - 10:45","","","","R","","0085 2255","","18","0005176938","WILLEM HOUTS"
"A1","201","DIS","305","1","14:30 - 15:45","","","","R","","0085 1125","","18","0005176938","WILLEM HOUTS"
"A1","650","LEC","001","1","09:55 - 10:45","M","","W","","F","0085 4235","35","0","0000344599","KRISTY BURKHOLDER"
"A1","650","LEC","002","1","12:05 - 12:55","M","","W","","F","0085 4235","34","2","0000344599","KRISTY BURKHOLDER"
