"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","","",""
"","","","","","","","","","","","","","","","RUN DATE:","8/16/2017"
"","","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","","RUN TIME:","5:43:47PM"
"","","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: FINANCE, INVESTMENT AND BANKING (233)","","","","","","","","","","","","","",""
"","","TERM: 1176","","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","FINANCE, INVESTMENT AND BANKING","","","","","","","","","","","","","","",""
"ACC","300","LEC","001","1","09:00 - 12:00","M","T","W R","F","0140 2120","57","53","0000976934","BULENT PAKER","",""
"ACC","320","LEC","001","1","13:00 - 16:30","M","T","W R","F","0140 1190","7","5","0005175637","KUAN LIU","",""
"ACC","330","LEC","001","1","13:00 - 16:30","M","T","W R","F","0140 2190","","12","0005210687","PAVEL BRENDLER","",""
"DHH","990","IND","044","1","-","","","","","","","1","0002601129","ROBERT KRAINER","",""
"","","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
